ID,Start_Time,Start_Lat,Start_Lng,City,State,Temperature(F),Year,Month,Hour,Day_of_Week
A-4730456,2022-06-06 12:58:26,25.687224,-80.400952,Miami,FL,82.0,2022,6,12,Monday
A-2886290,2018-04-15 11:13:29,35.001343,-80.85585,Fort Mill,SC,73.0,2018,4,11,Sunday
A-3541078,2016-09-29 08:44:47,44.92687100000001,-123.020645,Salem,OR,54.0,2016,9,8,Thursday
A-3200406,2017-11-22 09:00:33,35.226242,-80.841972,Charlotte,NC,52.0,2017,11,9,Wednesday
A-4593900,2022-04-13 05:18:32,45.34258246400193,-118.22768568936245,La Grande,OR,25.0,2022,4,5,Wednesday
A-6636620,2020-12-10 17:57:14,38.923777,-76.85341,Hyattsville,MD,39.0,2020,12,17,Thursday
A-7454475,2019-02-26 11:21:02,44.395439,-121.195707,Culver,OR,18.0,2019,2,11,Tuesday
A-6627760,2020-12-03 01:54:46,35.719874,-78.587748,Garner,NC,29.0,2020,12,1,Thursday
A-7037649,2020-05-19 07:17:02,42.11147,-72.60642,Springfield,MA,49.0,2020,5,7,Tuesday
A-6337276,2021-08-05 17:17:00,26.724842,-80.06529,West Palm Beach,FL,88.0,2021,8,17,Thursday
A-6024588,2021-03-06 08:26:30,34.030965,-118.030988,Whittier,CA,59.0,2021,3,8,Saturday
A-6318589,2021-11-09 08:59:06,25.688161,-80.33259699999998,Miami,FL,67.0,2021,11,8,Tuesday
A-1224760,2020-12-17 18:55:57,35.756939,-78.623421,Raleigh,NC,45.0,2020,12,18,Thursday
A-3608592,2017-04-18 14:03:40,32.807320000000004,-116.96174,El Cajon,CA,75.2,2017,4,14,Tuesday
A-5324137,2022-10-08 16:30:43,42.38663793,-83.44389796,Plymouth,MI,57.0,2022,10,16,Saturday
A-1400942,2020-07-27 07:17:16,32.310333,-80.980583,Hardeeville,SC,76.0,2020,7,7,Monday
A-5304130,2022-11-04 15:38:16,32.6389,-96.823124,Lancaster,TX,75.0,2022,11,15,Friday
A-3152867,2017-12-28 07:15:58,43.058292,-76.08377800000002,East Syracuse,NY,-5.1,2017,12,7,Thursday
A-2309711,2019-02-27 07:31:21,34.674671000000004,-82.536957,Pelzer,SC,53.6,2019,2,7,Wednesday
A-2458286,2018-11-15 08:15:47,38.81535,-77.138779,Alexandria,VA,33.1,2018,11,8,Thursday
A-1233969,2020-12-11 04:58:34,34.26368,-118.643959,Simi Valley,CA,51.0,2020,12,4,Friday
A-4669429,2023-01-13 17:06:06,42.45804,-123.320746,Grants Pass,OR,38.0,2023,1,17,Friday
A-552352,2022-07-28 16:05:58,34.412884000000005,-119.556,Carpinteria,CA,70.0,2022,7,16,Thursday
A-1445329,2020-07-02 19:11:46,41.518597,-87.993172,New Lenox,IL,83.0,2020,7,19,Thursday
A-4992445,2022-03-18 12:52:00,37.64813,-122.406462,South San Francisco,CA,59.0,2022,3,12,Friday
A-2589328,2018-09-17 07:55:08,34.64114,-86.84393299999998,Madison,AL,75.9,2018,9,7,Monday
A-5222543,2022-12-02 21:23:00,41.24951005,-73.74153256,Katonah,NY,38.0,2022,12,21,Friday
A-1264821,2020-11-16 14:31:17,32.715599,-96.829285,Dallas,TX,71.0,2020,11,14,Monday
A-3319831,2017-09-20 20:30:47,40.811134,-73.93139599999998,Bronx,NY,77.0,2017,9,20,Wednesday
A-3624065,2017-06-06 14:35:39,29.785090000000004,-95.62095,Houston,TX,88.0,2017,6,14,Tuesday
A-4328349,2022-03-14 16:00:00,37.696266,-122.086675,Castro Valley,CA,68.0,2022,3,16,Monday
A-7512544,2018-10-02 09:19:01,40.83649000000001,-73.87673000000002,Bronx,NY,72.0,2018,10,9,Tuesday
A-7658503,2017-11-10 20:07:39,29.731329,-95.401187,Houston,TX,64.4,2017,11,20,Friday
A-2588375,2018-09-17 17:27:20,35.011692,-80.85231,Fort Mill,SC,87.1,2018,9,17,Monday
A-1426516,2020-08-17 07:02:46,27.98152,-82.296143,Seffner,FL,73.0,2020,8,7,Monday
A-2455974,2018-11-14 06:42:55,33.821842,-84.359039,Atlanta,GA,46.9,2018,11,6,Wednesday
A-5308235,2023-02-14 16:27:23,42.43536829999999,-87.95492291,Wadsworth,IL,44.0,2023,2,16,Tuesday
A-7654583,2017-12-29 16:28:21,33.99405,-117.89254,Rowland Heights,CA,70.0,2017,12,16,Friday
A-3634622,2017-07-05 11:08:32,42.03843,-87.97879,Arlington Heights,IL,81.0,2017,7,11,Wednesday
A-277284,2016-11-07 18:54:09,32.852402000000005,-96.665825,Dallas,TX,66.9,2016,11,18,Monday
A-7044358,2020-05-21 18:03:30,33.857620000000004,-117.97626,Buena Park,CA,80.0,2020,5,18,Thursday
A-698804,2022-02-24 08:00:42,40.767174,-74.021164,Weehawken,NJ,29.0,2022,2,8,Thursday
A-202712,2016-10-26 07:24:15,42.49593,-71.17823800000002,Burlington,MA,30.9,2016,10,7,Wednesday
A-4354944,2022-12-23 12:16:38,39.55860257,-105.00156283,Littleton,CO,5.0,2022,12,12,Friday
A-6951626,2020-10-15 21:58:51,36.84867,-76.19614,Norfolk,VA,72.0,2020,10,21,Thursday
A-6535734,2021-02-22 18:01:00,42.493834,-73.495406,East Nassau,NY,31.0,2021,2,18,Monday
A-6848512,2020-09-20 22:38:00,33.878355,-117.613907,Corona,CA,65.0,2020,9,22,Sunday
A-2401120,2018-12-17 09:04:34,33.848178999999995,-80.375679,Sumter,SC,45.9,2018,12,9,Monday
A-5465434,2021-11-05 00:03:20,39.914474,-75.01302,Cherry Hill,NJ,33.0,2021,11,0,Friday
A-7157195,2020-04-06 11:47:17,42.23356,-71.12218,Milton,MA,56.0,2020,4,11,Monday
A-2339404,2019-01-16 04:51:18,41.730518,-72.26880600000001,Coventry,CT,15.1,2019,1,4,Wednesday
A-7117926,2020-03-16 05:43:00,38.55417,-121.689551,Davis,CA,41.0,2020,3,5,Monday
A-6036331,2021-10-11 16:36:00,34.663378000094106,-118.75987887325876,Lebec,CA,48.0,2021,10,16,Monday
A-6788585,2020-12-17 18:18:33,25.793451,-80.36904,Sweetwater,FL,75.0,2020,12,18,Thursday
A-7742298,2019-06-24 17:42:00,28.79257,-81.34653,Sanford,FL,94.0,2019,6,17,Monday
A-1340405,2020-10-14 07:44:54,29.778311,-95.304268,Houston,TX,70.0,2020,10,7,Wednesday
A-6348051,2021-02-11 20:50:00,39.86319500000001,-105.208446,Arvada,CO,12.0,2021,2,20,Thursday
A-2280444,2019-02-12 09:12:03,30.229111,-92.011719,Lafayette,LA,59.0,2019,2,9,Tuesday
A-4155097,2022-03-13 14:21:30,37.701479,-121.901521,Pleasanton,CA,51.0,2022,3,14,Sunday
A-5261702,2022-02-04 06:53:27,39.17262196522153,-94.55193400337907,Kansas City,MO,6.0,2022,2,6,Friday
A-584510,2022-06-23 17:51:11,33.802601,-118.120148,Long Beach,CA,81.0,2022,6,17,Thursday
A-226738,2016-08-29 09:29:53,39.745487,-84.139778,Dayton,OH,76.3,2016,8,9,Monday
A-2764685,2018-06-15 07:17:34,37.699692,-121.929176,Pleasanton,CA,55.9,2018,6,7,Friday
A-7258320,2020-02-11 09:46:38,39.11464,-77.18584,Gaithersburg,MD,50.0,2020,2,9,Tuesday
A-6351882,2021-02-12 04:10:30,40.841847,-73.931609,New York,NY,22.0,2021,2,4,Friday
A-5060965,2022-05-26 17:16:21,28.700256,-81.32713199999998,Longwood,FL,90.0,2022,5,17,Thursday
A-5053854,2022-10-16 22:12:18,42.903501,-78.767028,Buffalo,NY,52.0,2022,10,22,Sunday
A-1732978,2019-12-23 05:40:45,28.466076,-81.463989,Orlando,FL,69.0,2019,12,5,Monday
A-2020203,2019-08-13 10:37:04,33.010760999999995,-80.176498,Summerville,SC,86.0,2019,8,10,Tuesday
A-6941740,2020-12-22 02:22:00,34.034583000000005,-118.345728,Los Angeles,CA,53.0,2020,12,2,Tuesday
A-6111874,2021-09-12 01:01:53,39.91842000000001,-75.265668,Darby,PA,67.0,2021,9,1,Sunday
A-6559512,2021-01-29 00:06:00,38.653981,-121.369042,North Highlands,CA,45.0,2021,1,0,Friday
A-1989454,2019-07-26 16:13:24,34.527405,-82.843735,Townville,SC,80.0,2019,7,16,Friday
A-5782027,2021-09-17 12:48:58,33.600865,-80.859375,Orangeburg,SC,83.0,2021,9,12,Friday
A-2977035,2018-03-29 09:33:39,29.620131,-95.465179,Houston,TX,64.4,2018,3,9,Thursday
A-4361830,2022-11-17 07:55:30,39.357599,-76.503079,Rosedale,MD,37.0,2022,11,7,Thursday
A-3713845,2022-11-10 15:29:11,39.408109,-76.667316,Lutherville Timonium,MD,67.0,2022,11,15,Thursday
A-3288042,2017-09-05 15:22:44,33.9189,-117.434547,Riverside,CA,91.0,2017,9,15,Tuesday
A-3407116,2017-08-28 08:59:51,34.105759,-117.532593,Rancho Cucamonga,CA,81.0,2017,8,8,Monday
A-4333438,2022-07-28 12:22:00,33.664017,-84.349839,Conley,GA,91.0,2022,7,12,Thursday
A-2281624,2019-02-13 08:44:49,42.97472,-83.652977,Burton,MI,21.9,2019,2,8,Wednesday
A-1336858,2020-10-12 11:19:31,29.674219,-95.570412,Houston,TX,83.0,2020,10,11,Monday
A-1146880,2021-02-19 19:45:41,35.40863,-119.023293,Bakersfield,CA,55.0,2021,2,19,Friday
A-3911117,2022-04-14 10:40:00,25.59848,-80.358147,Cutler Bay,FL,83.0,2022,4,10,Thursday
A-1376926,2020-07-03 13:37:40,34.028561,-118.215523,Los Angeles,CA,78.0,2020,7,13,Friday
A-2421685,2018-12-31 13:00:33,40.795143,-73.510796,Syosset,NY,44.1,2018,12,13,Monday
A-2287909,2019-02-15 10:40:43,34.770451,-82.386826,Greenville,SC,55.4,2019,2,10,Friday
A-4656161,2022-04-27 19:09:00,38.690936,-121.332665,Sacramento,CA,66.0,2022,4,19,Wednesday
A-7326542,2019-10-03 06:53:00,38.293607,-121.313612,Galt,CA,50.0,2019,10,6,Thursday
A-2212457,2019-03-11 17:29:04,28.797031,-81.345612,Sanford,FL,84.9,2019,3,17,Monday
A-7703951,2019-04-05 10:28:13,28.6903,-81.22633,Winter Springs,FL,72.0,2019,4,10,Friday
A-2564273,2018-09-05 08:10:31,28.568306,-81.27784,Orlando,FL,79.0,2018,9,8,Wednesday
A-6907836,2020-09-11 16:08:30,30.428478,-91.171347,Baton Rouge,LA,90.0,2020,9,16,Friday
A-4001456,2022-07-12 01:29:30,45.630463,-109.199757,Columbus,MT,64.0,2022,7,1,Tuesday
A-2876247,2018-04-10 18:58:50,32.785542,-79.946625,Charleston,SC,53.6,2018,4,18,Tuesday
A-255363,2016-09-01 17:38:14,40.076817,-75.304558,Conshohocken,PA,77.0,2016,9,17,Thursday
A-1080859,2021-04-15 06:55:07,42.856171,-86.10481300000002,Holland,MI,39.0,2021,4,6,Thursday
A-2736258,2018-06-01 18:07:06,35.913887,-78.78400400000002,Raleigh,NC,89.1,2018,6,18,Friday
A-1841165,2019-11-24 10:25:48,40.161259,-75.480965,Collegeville,PA,37.0,2019,11,10,Sunday
A-910389,2021-09-07 16:05:39,38.023876,-78.434708,Charlottesville,VA,85.0,2021,9,16,Tuesday
A-4561880,2022-11-16 18:36:42,41.377221,-88.557117,Morris,IL,32.0,2022,11,18,Wednesday
A-3757545,2022-08-31 18:10:59,28.608456,-81.307974,Winter Park,FL,84.0,2022,8,18,Wednesday
A-2539061,2018-10-23 15:16:57,34.146469,-118.765442,Agoura Hills,CA,82.9,2018,10,15,Tuesday
A-5319946,2022-03-15 08:38:00,25.867955,-80.24910899999998,Miami,FL,72.0,2022,3,8,Tuesday
A-739694,2022-01-21 05:58:35,39.39415,-123.456139,Willits,CA,37.0,2022,1,5,Friday
A-6874879,2020-11-07 11:53:22,35.022329,-82.02703100000002,Inman,SC,70.0,2020,11,11,Saturday
A-7103578,2020-06-21 18:49:29,40.83609000000001,-73.82469,Bronx,NY,82.0,2020,6,18,Sunday
A-123575,2017-01-23 08:28:02,28.361097,-81.422203,Orlando,FL,63.0,2017,1,8,Monday
A-7540013,2018-09-24 05:37:17,40.735096,-73.28949200000002,Bay Shore,NY,55.9,2018,9,5,Monday
A-204691,2016-11-10 10:05:47,40.861794,-73.912689,Bronx,NY,46.9,2016,11,10,Thursday
A-5294001,2022-09-21 08:21:00,41.139865,-112.064691,Clearfield,UT,64.0,2022,9,8,Wednesday
A-4926691,2022-05-12 14:16:19,25.659734,-80.416025,Miami,FL,84.0,2022,5,14,Thursday
A-1204087,2021-01-05 18:08:58,40.857166,-73.968475,Fort Lee,NJ,39.0,2021,1,18,Tuesday
A-1602747,2020-01-21 08:10:41,40.12431,-75.292419,Plymouth Meeting,PA,19.0,2020,1,8,Tuesday
A-5855004,2021-11-10 16:23:05,35.197668,-80.790503,Charlotte,NC,72.0,2021,11,16,Wednesday
A-3064662,2018-01-12 13:22:36,45.140633,-123.968773,Neskowin,OR,52.0,2018,1,13,Friday
A-7210200,2020-03-03 17:50:00,34.030092,-117.711719,Chino,CA,67.0,2020,3,17,Tuesday
A-1244890,2020-12-01 07:11:05,28.217119,-82.69272600000002,New Port Richey,FL,41.0,2020,12,7,Tuesday
A-854928,2021-10-27 10:24:20,34.377334999999995,-117.419693,Hesperia,CA,55.0,2021,10,10,Wednesday
A-2265576,2019-02-05 18:09:12,35.42078,-97.507607,Oklahoma City,OK,38.1,2019,2,18,Tuesday
A-4802311,2023-01-20 19:00:54,35.2353,-80.82514599999998,Charlotte,NC,51.0,2023,1,19,Friday
A-5851367,2021-09-12 20:37:00,27.828385,-82.672946,Saint Petersburg,FL,85.0,2021,9,20,Sunday
A-2428606,2018-11-02 19:35:51,34.03643,-81.110085,Columbia,SC,63.0,2018,11,19,Friday
A-2256925,2019-01-31 11:19:47,34.140789,-118.709541,Agoura Hills,CA,57.0,2019,1,11,Thursday
A-6079062,2021-08-21 12:21:00,30.194882154320737,-90.9245359893278,Gonzales,LA,86.0,2021,8,12,Saturday
A-2882462,2018-04-12 06:54:55,36.593143,-121.195251,Paicines,CA,42.8,2018,4,6,Thursday
A-3425361,2016-12-06 08:33:07,29.898306,-95.41241,Houston,TX,52.0,2016,12,8,Tuesday
A-1158351,2021-02-11 18:15:40,37.991222,-122.529739,San Rafael,CA,52.0,2021,2,18,Thursday
A-7629813,2018-01-08 14:43:00,33.82575,-118.24584,Carson,CA,62.6,2018,1,14,Monday
A-4336566,2023-01-27 19:10:39,39.97190300000001,-82.846512,Columbus,OH,38.0,2023,1,19,Friday
A-1780100,2019-10-26 13:31:05,47.614906,-122.330116,Seattle,WA,54.0,2019,10,13,Saturday
A-1496176,2020-06-05 10:29:15,39.188095,-104.850433,Larkspur,CO,79.0,2020,6,10,Friday
A-4336169,2022-06-24 18:37:20,40.049505,-76.30125600000002,Lancaster,PA,80.0,2022,6,18,Friday
A-5149713,2022-12-13 17:06:30,39.711473,-121.797204,Chico,CA,50.0,2022,12,17,Tuesday
A-215894,2016-09-02 11:06:06,41.726871,-74.41976899999997,Ellenville,NY,73.9,2016,9,11,Friday
A-2978101,2018-03-30 07:16:54,38.018967,-77.498985,Ruther Glen,VA,66.0,2018,3,7,Friday
A-1912575,2019-09-14 14:24:44,34.736073,-86.59315500000002,Huntsville,AL,77.0,2019,9,14,Saturday
A-5788745,2021-03-09 02:54:58,32.416059999999995,-96.660167,Ennis,TX,54.0,2021,3,2,Tuesday
A-113169,2016-06-08 12:54:42,34.075714000000005,-117.200836,Redlands,CA,87.8,2016,6,12,Wednesday
A-2297495,2019-02-20 09:50:42,29.827784,-95.384148,Houston,TX,48.2,2019,2,9,Wednesday
A-7569186,2018-06-07 17:07:44,37.63491,-122.0869,Hayward,CA,64.9,2018,6,17,Thursday
A-5789002,2021-03-19 14:51:56,30.021445,-90.069053,New Orleans,LA,56.0,2021,3,14,Friday
A-5634467,2021-06-05 06:46:39,36.412806,-94.22014,Bentonville,AR,62.0,2021,6,6,Saturday
A-6778821,2020-10-07 13:07:00,44.858046,-93.333208,Minneapolis,MN,69.0,2020,10,13,Wednesday
A-6461837,2021-02-04 16:53:13,44.812175,-92.927688,Cottage Grove,MN,20.0,2021,2,16,Thursday
A-2851694,2018-05-28 09:22:54,33.460602,-112.012779,Phoenix,AZ,84.0,2018,5,9,Monday
A-2807582,2018-05-07 08:59:57,44.889603,-93.350197,Minneapolis,MN,66.0,2018,5,8,Monday
A-903845,2021-09-12 08:29:31,37.251766,-121.958443,Los Gatos,CA,64.0,2021,9,8,Sunday
A-3915904,2022-08-12 17:23:00,33.590903000000004,-117.101046,Winchester,CA,90.0,2022,8,17,Friday
A-7521108,2018-10-17 04:37:32,44.089671,-123.04585,Springfield,OR,39.9,2018,10,4,Wednesday
A-2881600,2018-04-12 12:54:16,35.54776,-97.565636,Oklahoma City,OK,81.0,2018,4,12,Thursday
A-278184,2016-11-10 15:33:40,29.766062,-95.455818,Houston,TX,69.8,2016,11,15,Thursday
A-4344485,2022-02-16 07:31:24,41.68911337832599,-108.84497523255898,Rock Springs,WY,20.0,2022,2,7,Wednesday
A-892192,2021-09-20 17:32:26,33.60918,-86.642845,Birmingham,AL,84.0,2021,9,17,Monday
A-933706,2021-08-18 15:00:55,33.462795,-112.166458,Phoenix,AZ,96.0,2021,8,15,Wednesday
A-3548516,2016-08-24 10:06:49,45.61849,-122.651522,Vancouver,WA,71.1,2016,8,10,Wednesday
A-3319553,2017-09-20 15:21:07,42.94286,-83.598122,Grand Blanc,MI,82.0,2017,9,15,Wednesday
A-7694318,2017-08-11 10:38:56,41.83242,-71.41703000000003,Providence,RI,,2017,8,10,Friday
A-2114578,2019-05-21 10:22:26,25.746952,-80.219543,Miami,FL,84.0,2019,5,10,Tuesday
A-3772983,2022-08-24 19:53:00,38.306897,-122.495922,Sonoma,CA,59.0,2022,8,19,Wednesday
A-3063715,2018-01-12 12:07:23,32.396786,-80.577461,Saint Helena Island,SC,60.8,2018,1,12,Friday
A-577761,2022-07-01 10:53:18,41.679771,-71.10791,Westport,MA,83.0,2022,7,10,Friday
A-7101609,2020-06-19 17:14:39,34.15202,-118.13663,Pasadena,CA,,2020,6,17,Friday
A-1889545,2019-09-03 19:35:52,35.223999,-80.883217,Charlotte,NC,87.0,2019,9,19,Tuesday
A-1226855,2020-12-16 08:48:32,33.016365,-80.088577,Ladson,SC,46.0,2020,12,8,Wednesday
A-419588,2017-05-03 21:43:52,42.815594,-83.725662,Fenton,MI,52.0,2017,5,21,Wednesday
A-1520573,2020-03-09 06:55:33,37.152908,-121.652382,Morgan Hill,CA,,2020,3,6,Monday
A-3022456,2018-02-20 22:32:59,34.036842,-81.11077900000002,Columbia,SC,70.0,2018,2,22,Tuesday
A-1890575,2019-09-03 14:38:35,32.983707,-96.712288,Richardson,TX,95.0,2019,9,14,Tuesday
A-1713263,2019-12-12 12:03:16,33.949615,-118.170425,South Gate,CA,71.0,2019,12,12,Thursday
A-5220047,2022-01-24 21:07:00,42.282006,-85.371549,Galesburg,MI,23.0,2022,1,21,Monday
A-6423331,2021-01-06 13:27:00,28.410097,-81.440395,Orlando,FL,66.0,2021,1,13,Wednesday
A-7473691,2018-12-02 11:48:49,39.052773,-77.184747,Potomac,MD,46.4,2018,12,11,Sunday
A-6127389,2021-07-06 22:55:00,30.456488,-84.37687,Tallahassee,FL,74.0,2021,7,22,Tuesday
A-1048352,2021-05-12 13:52:29,28.696671,-81.26244399999999,Winter Springs,FL,89.0,2021,5,13,Wednesday
A-2135005,2019-04-30 08:44:29,32.71801,-117.102768,San Diego,CA,60.0,2019,4,8,Tuesday
A-5932056,2021-10-15 18:24:11,25.76972300000001,-80.33341300000002,Miami,FL,82.0,2021,10,18,Friday
A-1601689,2020-01-20 14:58:15,34.229515,-79.79982,Florence,SC,43.0,2020,1,14,Monday
A-7514291,2018-10-04 17:05:41,32.9039,-96.9594,Irving,TX,90.0,2018,10,17,Thursday
A-1056364,2021-05-06 09:45:28,30.17289,-92.029846,Lafayette,LA,71.0,2021,5,9,Thursday
A-7191689,2020-04-22 11:11:26,33.52391,-111.9088,Scottsdale,AZ,74.0,2020,4,11,Wednesday
A-5594977,2021-08-11 08:33:00,33.462144,-112.023559,Phoenix,AZ,79.0,2021,8,8,Wednesday
A-392173,2017-03-21 19:51:43,30.393579,-97.745979,Austin,TX,77.0,2017,3,19,Tuesday
A-5566648,2021-11-24 10:45:00,35.40597,-82.493593,Fletcher,NC,43.0,2021,11,10,Wednesday
A-6989156,2020-05-29 16:32:30,25.82888,-80.20619,Miami,FL,85.0,2020,5,16,Friday
A-7218500,2020-01-10 22:20:00,33.847261,-118.205523,Long Beach,CA,50.0,2020,1,22,Friday
A-985873,2021-06-29 08:43:18,33.792038,-84.392403,Atlanta,GA,75.0,2021,6,8,Tuesday
A-3230227,2017-10-06 07:02:53,38.604618,-122.592873,Calistoga,CA,43.0,2017,10,7,Friday
A-5161725,2023-02-08 07:55:20,40.715041,-73.995191,New York,NY,43.0,2023,2,7,Wednesday
A-6937663,2020-10-22 17:50:32,32.760679,-96.773976,Dallas,TX,84.0,2020,10,17,Thursday
A-5443632,2022-12-16 05:52:11,33.439415000000004,-81.909239,Beech Island,SC,39.0,2022,12,5,Friday
A-1944827,2019-07-01 09:38:56,35.81599,-78.66909799999998,Raleigh,NC,81.0,2019,7,9,Monday
A-600976,2022-06-07 09:07:19,48.042709,-122.180183,Marysville,WA,56.0,2022,6,9,Tuesday
A-2614662,2018-09-28 10:12:51,36.045406,-86.713264,Nashville,TN,64.0,2018,9,10,Friday
A-5979712,2021-09-17 16:01:10,25.769176,-80.34957,Miami,FL,77.0,2021,9,16,Friday
A-600987,2022-06-07 12:16:52,40.731831,-73.87178,Elmhurst,NY,74.0,2022,6,12,Tuesday
A-1858297,2019-10-02 05:12:13,38.832111,-76.98732,,DC,74.0,2019,10,5,Wednesday
A-6282865,2021-09-19 02:49:05,39.1056,-94.571279,Kansas City,MO,76.0,2021,9,2,Sunday
A-2652476,2018-08-17 07:22:42,34.090961,-81.165977,Irmo,SC,71.6,2018,8,7,Friday
A-6865253,2020-11-06 14:08:42,45.196841,-93.557413,Rogers,MN,75.0,2020,11,14,Friday
A-6237803,2021-08-03 05:00:00,36.45239,-119.562524,Kingsburg,CA,65.0,2021,8,5,Tuesday
A-5529257,2021-12-03 14:47:54,32.805614,-96.796034,Dallas,TX,74.0,2021,12,14,Friday
A-3225072,2017-10-05 19:24:55,41.90239,-71.35582,Attleboro,MA,71.1,2017,10,19,Thursday
A-1375669,2020-09-05 11:09:10,34.321426,-118.49673500000002,Sylmar,CA,100.0,2020,9,11,Saturday
A-7255549,2020-02-08 17:32:00,33.772088000000004,-117.909208,Garden Grove,CA,61.0,2020,2,17,Saturday
A-5534678,2021-09-17 09:33:30,26.048518,-80.208877,Fort Lauderdale,FL,84.0,2021,9,9,Friday
A-2909497,2018-04-25 05:54:48,37.373634,-121.927773,San Jose,CA,55.9,2018,4,5,Wednesday
A-638329,2022-04-25 05:40:39,35.798546,-78.562859,Raleigh,NC,60.0,2022,4,5,Monday
A-2308138,2019-02-26 16:32:22,29.82909,-95.335175,Houston,TX,62.1,2019,2,16,Tuesday
A-2507799,2018-10-09 15:41:07,44.950951,-93.110046,Saint Paul,MN,48.9,2018,10,15,Tuesday
A-6209371,2021-08-16 15:27:01,25.708799,-80.284041,Miami,FL,89.0,2021,8,15,Monday
A-3250973,2017-10-17 16:33:03,34.844788,-111.859596,Sedona,AZ,82.4,2017,10,16,Tuesday
A-5734569,2021-10-27 13:27:00,25.714343,-80.41640100000002,Miami,FL,90.0,2021,10,13,Wednesday
A-886153,2021-09-23 05:20:46,40.933388,-115.665771,Elko,NV,46.0,2021,9,5,Thursday
A-1632196,2020-02-06 09:48:10,38.92717,-76.89008299999998,Hyattsville,MD,40.0,2020,2,9,Thursday
A-3359396,2017-08-05 11:11:27,33.925228000000004,-118.328773,Inglewood,CA,78.1,2017,8,11,Saturday
A-6008961,2021-12-27 19:51:00,45.693925,-94.875768,Melrose,MN,-3.0,2021,12,19,Monday
A-5459777,2022-12-14 16:43:00,38.054834,-78.518089,Charlottesville,VA,40.0,2022,12,16,Wednesday
A-1941480,2019-08-29 02:09:07,47.603691,-122.32917,Seattle,WA,67.0,2019,8,2,Thursday
A-2196763,2019-04-01 12:13:19,30.400774,-97.745842,Austin,TX,51.0,2019,4,12,Monday
A-2743947,2018-06-05 11:39:04,38.695637,-121.382645,North Highlands,CA,73.4,2018,6,11,Tuesday
A-4445014,2023-02-02 07:07:00,34.22972,-83.50001800000003,Commerce,GA,,2023,2,7,Thursday
A-6035828,2021-07-19 21:07:00,33.896914,-118.192359,Compton,CA,74.0,2021,7,21,Monday
A-7269933,2020-02-20 16:18:01,39.48805,-77.55742,Middletown,MD,39.0,2020,2,16,Thursday
A-6058445,2021-08-19 15:45:23,27.446275,-82.508347,Bradenton,FL,90.0,2021,8,15,Thursday
A-2960678,2018-03-21 09:50:54,47.803226,-122.329216,Edmonds,WA,44.1,2018,3,9,Wednesday
A-5794412,2021-08-22 18:58:45,42.6992118356576,-73.70844483340402,Albany,NY,69.0,2021,8,18,Sunday
A-2400515,2018-12-17 15:23:58,38.190002,-85.766357,Louisville,KY,54.0,2018,12,15,Monday
A-231696,2016-12-19 08:31:34,38.956261,-77.538963,Aldie,VA,30.2,2016,12,8,Monday
A-5644265,2021-09-17 15:17:59,41.0520994661281,-111.96047902053851,Layton,UT,80.0,2021,9,15,Friday
A-2918054,2018-02-28 08:15:10,43.035782,-87.933418,Milwaukee,WI,46.0,2018,2,8,Wednesday
A-7289049,2019-12-26 09:43:17,39.013187,-76.40728,Annapolis,MD,40.0,2019,12,9,Thursday
A-3478221,2016-09-26 11:34:24,42.26964,-88.00401,Mundelein,IL,66.0,2016,9,11,Monday
A-5614547,2021-08-28 22:05:00,36.155825,-86.777244,Nashville,TN,78.0,2021,8,22,Saturday
A-7756189,2019-07-09 18:50:39,33.92922,-84.35777,Atlanta,GA,87.0,2019,7,18,Tuesday
A-2056731,2019-06-17 06:42:13,37.639587,-121.884605,Pleasanton,CA,56.0,2019,6,6,Monday
A-3606213,2017-04-27 12:53:25,39.62882000000001,-106.06658,Dillon,CO,30.2,2017,4,12,Thursday
A-3933710,2022-11-21 16:48:40,42.1875,-117.764384,Jordan Valley,OR,36.0,2022,11,16,Monday
A-6267388,2021-07-11 17:50:39,25.750464,-80.208899,Miami,FL,87.0,2021,7,17,Sunday
A-7562198,2018-07-18 14:24:09,38.5185,-123.24642,Jenner,CA,82.0,2018,7,14,Wednesday
A-5149438,2023-01-28 23:37:21,33.56397800000001,-86.533192,Leeds,AL,52.0,2023,1,23,Saturday
A-3036779,2018-02-27 14:00:10,35.30328,-80.751434,Charlotte,NC,60.8,2018,2,14,Tuesday
A-492578,2017-07-19 22:25:04,37.281792,-121.808235,San Jose,CA,66.2,2017,7,22,Wednesday
A-7207050,2020-02-29 17:26:00,36.91435300000001,-121.786956,Watsonville,CA,54.0,2020,2,17,Saturday
A-2350846,2019-01-22 07:30:06,40.427528,-80.023392,Pittsburgh,PA,5.0,2019,1,7,Tuesday
A-551197,2022-07-29 16:23:53,41.679718,-112.140816,Tremonton,UT,95.0,2022,7,16,Friday
A-1815092,2019-11-12 13:03:27,30.45096,-97.55687,Pflugerville,TX,37.0,2019,11,13,Tuesday
A-6663461,2020-12-26 16:01:30,35.52829000000001,-119.565374,Lost Hills,CA,60.0,2020,12,16,Saturday
A-3349153,2017-08-01 10:43:22,34.890289,-82.46848299999998,Greenville,SC,82.9,2017,8,10,Tuesday
A-1066400,2021-04-28 08:22:07,38.741798,-121.271652,Roseville,CA,63.0,2021,4,8,Wednesday
A-7172155,2020-04-12 17:25:00,44.97417,-93.39151,Minneapolis,MN,30.0,2020,4,17,Sunday
